Record_ID,Date,Area_ID,Population,Population_Density,Household_Size,Per_Capita_Income,Urban_Rural_Type,Temperature_C,Rainfall_mm,Humidity_percent,Season,Day_Type,Festival_Event,Water_Demand,Past_Waste_t1_tons,Past_Waste_t7_tons,Past_Waste_t30_tons,Organic_Waste_percent,Plastic_Waste_percent,Paper_Waste_percent,Other_Waste_percent,Collection_Frequency_per_week,Vehicle_ID,Vehicle_Capacity_kg,Current_Load_kg,Fuel_Consumption_km_per_l,Vehicle_Location_Lat,Vehicle_Location_Long,Traffic_Congestion_Level,Road_ID,Distance_km,Travel_Time_min,Road_Type,Road_Condition,One_Way_Flag,Toll_Road,Recycling_Rate_percent,Disaster_Event,Waste_Generated_tons,,,
6143,22-02-2024,83,163002,23852.78385,3,185177,Urban,26.3,55.7,47.8,Winter,Weekday,None,21613.8,235.64,256.77,9747.48,40.3,26.4,5.9,5.2,3,5,5000,4021.1,3.78,12.872878,96.173874,Medium,465,27.37,117,Main_Road,Average,0,0,25.7,None,326,,,
6144,25-11-2024,92,64117,9302.879431,5,160748,Urban,19.1,24.3,31.2,Monsoon,Weekday,None,8330.25,479.44,944.22,4363.32,65.5,28.1,16.8,14.4,3,36,2000,2078.3,5.81,14.743488,85.642887,Low,138,29.71,87.8,Main_Road,Average,0,1,43,None,128.23,,,
6145,07-09-2024,1,290239,20782.09215,6,311107,Rural,37.7,152.4,94.2,Monsoon,Weekday,Local_Festival,39478.48,310.31,2114.4,2400.84,41.5,25.2,9.2,10.8,2,26,8000,2430.6,3.88,30.047189,92.020648,Medium,217,39.27,65.5,Residential,Average,0,0,30.2,None,580.48,,,
6146,21-10-2024,59,213554,18589.26963,5,151076,Urban,29.6,203.2,76.6,Winter,Weekday,None,28600.3,30.08,1492.52,5417.32,55.5,17.6,19.4,5.4,2,4,3000,6084.5,5.34,33.836062,86.197565,High,246,52.3,119.1,Main_Road,Good,1,0,17.3,None,427.11,,,
6147,27-09-2024,69,8991,22309.62872,3,422876,Urban,16,280.2,77.8,Summer,Weekend,None,1154.18,194.87,2816.05,13866.66,40.9,10.6,13.5,11,5,10,5000,1799.7,5.21,32.384296,74.906958,Low,73,28.32,100.6,Highway,Good,0,0,53.4,Cyclone,17.98,,,
6148,02-05-2024,74,28519,23941.38864,6,119590,Urban,38.5,225.2,73.1,Winter,Weekday,None,3676.12,453.85,254.8,9322.11,62.6,11.7,11.5,9.6,4,10,8000,4642.2,5.02,24.701869,92.594578,Medium,483,58.06,77.5,Main_Road,Good,1,0,25.4,None,57.04,,,
6149,04-12-2024,42,293801,688.0746929,5,139797,Rural,28.1,174.9,39.3,Summer,Weekday,Local_Festival,39995.12,255.44,479.91,8476.33,48.2,10.5,10.2,11.1,3,8,8000,2555.8,4.86,23.239168,69.314722,Medium,19,26.12,50.6,Highway,Good,1,0,41.2,None,587.6,,,
6150,22-09-2024,34,267970,2663.294823,2,70382,Urban,37.6,259.2,43.4,Winter,Weekday,None,36286.29,53.05,3438.93,11000.83,53.4,28.1,19.2,8.2,6,38,2000,1470.3,2.64,21.363177,79.649252,Low,373,17.25,94.3,Main_Road,Average,1,0,47.6,None,535.94,,,
6151,13-12-2024,100,178697,17021.30112,5,148440,Urban,37.7,267.7,55.1,Winter,Weekday,None,23761.03,301.25,2215.27,6380.15,69.6,19.5,19.7,12,3,49,2000,4829.7,5.7,19.444264,81.017631,High,72,20.92,134.1,Main_Road,Average,1,0,53.5,None,357.39,,,
6152,29-01-2024,66,349193,10059.89656,5,71170,Urban,18,213.7,94.7,Winter,Weekday,National_Festival,48029.19,340.35,2136.4,8695.57,62.6,30,10.2,14.1,3,31,2000,2474.5,5.75,32.910082,93.810852,Low,470,40.36,21.7,Residential,Average,1,1,16.8,Heatwave,698.39,,,
6153,04-02-2024,18,22801,20568.56499,6,342439,Urban,33.4,16.9,73.7,Monsoon,Weekday,None,2936.11,377.6,2693.63,3901.09,43.4,17.8,19.6,7.9,6,43,5000,2091.8,5.4,13.705061,88.136726,Low,228,3.23,42.4,Main_Road,Average,0,0,42.3,Heatwave,45.6,,,
6154,06-01-2024,77,428062,793.5058268,7,403679,Urban,25.8,87.5,58.8,Monsoon,Weekday,None,59841.59,171.18,1157.25,7249.76,68.6,18.1,13.6,5.1,5,31,8000,4645,2.36,20.798328,69.43311,Medium,494,12.06,105.4,Highway,Good,0,0,23.2,None,856.12,,,
6155,20-04-2024,5,44566,20270.94637,3,277770,Urban,31.4,100.9,61.5,Monsoon,Weekend,Local_Festival,5765.1,351.99,2313.75,11648.32,54.2,14.3,10.6,13.9,4,4,5000,4404.6,3.07,33.989105,93.252501,Medium,10,27.57,7.3,Highway,Good,1,0,42.1,Flood,89.13,,,
6156,20-10-2024,20,159229,3813.428958,7,362761,Urban,17.7,299.2,89.9,Winter,Weekday,Local_Festival,21097.38,163.48,1613.15,10923.44,65.1,16.5,19.7,12.9,6,41,5000,7072,3.13,15.106502,89.628951,Medium,256,33.53,153.5,Main_Road,Poor,0,1,28.3,Flood,318.46,,,
6157,17-03-2024,66,164435,7611.101577,5,87539,Urban,32.6,139.2,42.8,Winter,Weekday,None,21810.47,262.56,1291.37,12079.46,43.9,16.5,19.8,8.3,2,49,2000,3709.6,2.15,34.357082,81.088112,High,92,35.19,65.5,Highway,Good,0,0,39,Flood,328.87,,,
6158,14-12-2024,75,448775,24242.41591,4,430664,Rural,38.3,228.6,50.9,Monsoon,Weekday,Local_Festival,62974.69,14.65,630.02,8868.29,43.3,29.6,19,12.6,6,32,5000,2050.2,2.52,25.145433,87.279955,Low,226,55.71,35.6,Highway,Average,1,1,15.7,None,897.55,,,
6159,26-05-2024,62,397938,1764.153782,2,461136,Urban,44.6,244.1,54.1,Monsoon,Weekday,National_Festival,55303.73,338.68,329.87,12684.23,47.9,13,11.3,8.4,6,2,3000,5286.3,5.49,17.433302,75.230459,Low,247,2.24,50.1,Highway,Good,1,0,52,Heatwave,795.88,,,
6160,07-03-2024,94,403352,9051.495005,5,478308,Rural,24.6,196,88.3,Monsoon,Weekday,National_Festival,56111.14,192.29,94.12,1848.37,40.9,28.9,16.9,11.3,5,42,2000,6437.8,2.23,13.66301,69.938067,Low,261,1.01,104.3,Highway,Poor,1,1,16.3,Landslide,806.7,,,
6161,08-01-2024,96,194009,2570.955003,6,223411,Urban,19.7,5.5,80.5,Monsoon,Weekend,None,25884.78,353.98,1084.99,13846.07,58.4,28.7,19.8,5.4,2,19,2000,1780.4,2.03,26.86921,88.256061,Low,155,38.79,45.2,Residential,Average,0,0,12.4,Flood,388.02,,,
6162,01-05-2024,32,22421,21413.30795,6,62037,Urban,26,5.8,68.4,Winter,Weekend,Local_Festival,2887,482.36,99.11,2025.6,45.4,22.5,6.5,14.6,5,45,2000,1781.4,5.41,22.799515,94.840205,Medium,253,58.64,133.7,Highway,Average,1,0,32,None,44.84,,,
6163,05-12-2024,58,261080,17723.895,5,164317,Rural,15.6,245.6,50.5,Summer,Weekday,Local_Festival,35307.83,45.13,988.08,9874.14,68.4,22,7.5,8.2,4,34,2000,7119.5,4.36,15.085494,70.608224,Low,239,53.42,22.6,Residential,Average,0,0,23.4,Heatwave,522.16,,,
6164,23-06-2024,50,262230,20108.266,6,482768,Rural,27.3,221.8,43.1,Monsoon,Weekday,Local_Festival,35470.44,430.41,2203.35,9430.74,69.9,16.6,7,13.1,5,27,2000,4479,4.48,33.388229,84.718616,High,430,24.04,75.5,Residential,Poor,1,0,53.2,None,524.46,,,
6165,27-06-2024,38,83027,13418.34804,2,286679,Urban,42.4,160.8,51.5,Winter,Weekday,None,10828.22,120.13,572.31,10923.79,67.6,18,10,7,5,40,8000,6669.2,5.3,29.320363,95.684941,Medium,198,46.75,11,Residential,Good,0,0,25,None,166.05,,,
6166,25-03-2024,55,12546,9264.140482,2,457662,Urban,20.8,74.7,90.4,Summer,Weekend,None,1611.72,124.86,1601.57,4386.5,48,14.6,7.1,8.4,2,24,8000,6622.1,3.8,29.737381,87.870042,Low,430,55.52,99.9,Residential,Good,1,1,35.7,None,25.09,,,
6167,14-02-2024,28,338583,555.7036803,4,386939,Urban,29.3,26,89.2,Monsoon,Weekend,None,46481.18,116.89,549.53,9918.51,53,17.4,18.9,14.6,5,22,5000,6092.9,5.93,16.33832,93.602147,Low,430,39.66,12,Highway,Good,1,0,35,None,677.17,,,
6168,15-05-2024,74,182695,7309.219145,2,339658,Urban,32.2,49.3,57.4,Winter,Weekday,None,24315.57,73.07,1292.6,930.52,50.4,20,12.4,7.5,4,24,5000,3870.4,5.88,32.292954,83.546841,Medium,89,10.26,85.9,Highway,Good,0,0,29,None,365.39,,,
6169,08-12-2024,86,283550,13106.5619,7,263202,Urban,20.4,174.1,51.2,Monsoon,Weekday,None,38518.88,102.08,3040.17,5331.74,51.8,26.8,12.5,12.4,3,24,2000,4048.7,3.74,36.11216,95.76553,Medium,60,44.57,174.5,Highway,Good,1,1,50.3,None,567.1,,,
6170,16-01-2024,81,478701,16776.86989,3,60582,Urban,24.9,163.7,87.5,Winter,Weekend,None,67565.7,372.49,2421.55,10276.91,64.7,16.5,15.8,6.3,6,20,2000,6596.8,4.15,27.846895,96.254265,Low,332,7.84,53.3,Highway,Good,0,0,9.9,None,957.4,,,
6171,28-11-2024,22,397353,6108.966826,6,499894,Rural,42.3,282.4,59,Winter,Weekday,None,55218.14,385.38,2596.21,6899.86,51.3,17.8,8.4,14.6,3,25,2000,5796.2,3.07,20.854172,75.074838,Medium,399,49.93,139.6,Highway,Good,0,0,20,None,794.71,,,
6172,13-07-2024,43,276969,3903.070734,4,416952,Urban,23.9,287.2,32.5,Winter,Weekend,Local_Festival,37572.53,480.82,1687.14,14952.12,67.1,12.8,18.9,7.8,6,17,2000,4911.3,4.94,35.897172,73.255692,Low,276,13.33,40.6,Residential,Good,1,1,39.9,None,553.94,,,
6173,09-01-2024,83,470039,5439.56412,4,491674,Urban,34.1,172.8,52.5,Summer,Weekend,None,66237.78,56.37,3195.64,7350.94,41.9,12,9.7,12,2,44,2000,3863.7,2.72,25.889122,74.206186,Medium,23,25.24,46.2,Main_Road,Good,1,1,37.3,Landslide,940.08,,,
6174,11-11-2024,81,246569,9174.863266,4,171242,Urban,19.1,252.4,69.5,Summer,Weekday,Local_Festival,33248.2,79.54,551.58,10150.59,52.3,10.2,11.8,7,3,17,8000,7443.2,2.28,34.36768,74.360545,Medium,393,9.85,164.5,Highway,Good,1,0,25.2,Cyclone,493.14,,,
6175,29-11-2024,88,301317,4135.268134,2,292171,Urban,35.1,243.7,91.4,Monsoon,Weekday,Local_Festival,41074.81,443.14,454.38,11987.92,40.2,25.4,14.2,12.4,4,44,5000,3085.4,2.1,19.200709,88.067041,Medium,458,35.92,151,Highway,Good,0,1,13.2,None,602.63,,,
6176,28-11-2024,36,266536,4342.024693,3,198259,Rural,23.4,225.7,57.6,Monsoon,Weekday,None,36083.47,284.47,1139.44,13165.41,50.7,21.2,18.1,10.9,6,34,3000,540.6,5.9,27.28946,85.285692,Medium,119,30.01,80.7,Highway,Average,0,0,52.6,Heatwave,533.07,,,
6177,22-11-2024,96,322763,1571.91665,7,370681,Rural,21.9,131.2,45.6,Monsoon,Weekday,Local_Festival,44171.26,274.86,381.28,8695.95,49.5,21,16.8,5.9,5,7,2000,5565.5,4.97,11.328172,88.382597,Low,287,23.57,105.2,Main_Road,Average,0,1,45.2,None,645.53,,,
6178,15-01-2024,52,350258,21489.76726,6,372963,Rural,18.7,116.8,55,Monsoon,Weekday,National_Festival,48188.92,387.11,1083.57,11367.97,62,13,13.4,7.6,4,32,8000,6394.6,5.01,16.787548,95.622885,Low,315,57.65,67.3,Residential,Good,0,1,32,None,700.52,,,
6179,22-11-2024,36,374215,5884.086289,5,173113,Rural,16.4,79.2,33.7,Winter,Weekday,None,51758.76,278.72,2001.35,12762.7,54.4,24.8,16.6,7.2,4,31,3000,7519.5,5.17,31.918673,69.072683,Low,196,9.83,172.1,Residential,Good,1,0,28.3,None,748.43,,,
6180,11-04-2024,28,406139,20636.60976,4,265559,Urban,44,281.1,88.4,Winter,Weekday,None,56529.01,35.77,1439.44,2395.66,51.9,19.8,10.5,5.8,3,44,5000,7059.2,3.67,19.677258,92.090332,High,413,45.82,84.1,Main_Road,Good,0,0,14.6,None,812.28,,,
6181,13-08-2024,78,301518,11238.57996,7,330675,Rural,27.4,250.3,32.2,Summer,Weekend,Local_Festival,41103.84,450.09,1552.05,3897.69,56.9,20.6,11.5,7.1,6,11,5000,4514.3,4.29,26.971451,88.46955,Low,65,37.19,69,Residential,Poor,0,0,24,Heatwave,603.04,,,
6182,04-10-2024,58,459929,15994.72646,7,351308,Urban,38.3,53.1,30.1,Winter,Weekday,None,64674,71.29,599.32,489.91,40.8,29.3,12.4,5.7,3,41,5000,7218.2,4.77,13.233247,96.894948,Medium,167,48.6,144.6,Highway,Good,1,0,29.6,Heatwave,919.86,,,
6183,22-04-2024,36,177483,2354.702336,5,130665,Urban,42.6,75.7,69.9,Monsoon,Weekday,None,23595.05,242.67,1580.49,9598.34,63.3,23.5,18.7,9.9,2,3,5000,2458.6,5.81,20.948633,85.466837,Medium,266,37.36,72.7,Highway,Good,1,0,14.6,None,354.97,,,
6184,01-01-2024,70,331512,14797.72222,4,117259,Urban,21.1,174.4,40,Winter,Weekday,None,45445.57,185.44,3226.8,8743.56,49.9,26.2,8.4,7.9,6,7,3000,7600.6,4.65,22.535244,77.006171,Low,23,54.46,69.7,Main_Road,Average,1,0,50.9,None,663.02,,,
6185,22-09-2024,9,275460,7604.887378,3,177362,Urban,41.1,124.1,49.2,Summer,Weekday,None,37354.07,188.09,257.88,12515.73,55.1,21.9,14.9,8.6,5,46,5000,6213,4.28,11.642,91.275126,High,27,15.97,26,Main_Road,Good,0,0,13.7,Heatwave,550.92,,,
6186,26-07-2024,21,277700,2832.643852,3,493514,Urban,36.2,64.2,61.9,Winter,Weekday,None,37678.07,145.69,2399.82,7056.89,68.2,22.8,12.8,13.1,5,32,3000,4411.2,2.57,20.062967,75.276176,High,183,57.52,73.2,Highway,Average,1,0,24.5,None,555.4,,,
6187,19-04-2024,64,408274,22751.69616,4,156627,Rural,32.3,237.3,81.5,Summer,Weekday,None,56846.56,478.81,2234.52,8934.97,67.7,28.9,16.4,8.3,5,31,3000,1782.4,5.42,23.763606,94.73941,Low,194,12.08,116.4,Highway,Average,0,0,31.9,None,816.55,,,
6188,18-07-2024,76,109554,15288.88704,7,138284,Urban,39.3,0.5,55.2,Summer,Weekday,National_Festival,14362.37,46.64,2826.43,12453.22,62.8,29.7,18.1,6.7,2,49,3000,5456.9,5.19,16.852822,92.130904,High,495,59.16,93.4,Highway,Average,1,0,29.1,Flood,219.11,,,
6189,01-11-2024,61,236059,6421.836867,2,158605,Rural,18.3,103,92.2,Winter,Weekday,None,31768.86,402.23,2126.16,734.64,54.8,17.6,5.2,14.1,5,35,2000,7978.6,2.26,30.229767,92.886515,Low,325,44.4,66,Residential,Average,1,0,17.2,None,472.12,,,
6190,12-01-2024,94,423698,10781.37626,6,272015,Rural,22.9,278.8,59.5,Summer,Weekend,None,59181.18,199.3,1414.77,1745.89,57.2,21.8,10.4,12.4,2,16,2000,5745.8,4.56,24.28171,89.745659,Low,283,52.53,158.6,Residential,Good,0,0,40.5,None,847.4,,,
6191,10-12-2024,95,49494,9244.053285,5,78337,Rural,18.9,228.2,89.8,Winter,Weekday,None,6410.15,31.06,2779.58,4661.92,44.4,27.4,16.4,14.3,2,18,3000,3379.4,2.59,18.25966,76.23479,Low,429,42.73,40.2,Residential,Average,1,0,20.2,None,98.99,,,
6192,06-07-2024,40,423221,17664.20181,5,296491,Rural,41.9,120.4,59.4,Summer,Weekday,Local_Festival,59108.84,288.65,1283.16,3605.33,66.1,23.5,18.2,12.6,2,17,2000,3496,3.19,8.142256,74.128211,Medium,311,28.18,157.1,Highway,Average,0,0,54.6,None,846.44,,,
6193,02-06-2024,56,351815,15382.11281,5,386274,Rural,18,278.6,63.5,Winter,Weekend,None,48418.8,189.24,914.25,2731.17,44.8,19.9,11.9,6.2,2,17,8000,6148.5,3.57,14.335919,69.749109,Medium,242,4.02,80.5,Highway,Poor,1,0,16.6,None,703.63,,,
6194,29-11-2024,4,487640,984.6633135,6,481579,Urban,44.4,270.2,92.3,Summer,Weekday,None,68955.1,114.2,1912.25,572.05,62.6,23.9,10.3,11.3,5,25,2000,2546.5,3.26,16.594737,90.486581,Low,332,2.88,78,Highway,Average,0,0,53.9,Landslide,975.28,,,
6195,05-10-2024,31,37481,5346.761245,5,256417,Urban,18.3,15.8,73.9,Monsoon,Weekday,None,4841.3,188.35,3312.65,14760.47,67.1,19.9,9.5,10.6,6,12,2000,6681.4,4.07,8.514559,76.668401,Low,297,58.76,142.1,Residential,Average,1,0,11.7,None,74.96,,,
6196,19-06-2024,27,33401,12214.13532,2,275293,Rural,34.9,38.4,39.7,Monsoon,Weekend,None,4310.33,488.67,1940.69,10124.14,41.7,26.6,18.2,12.7,4,43,8000,1866.5,3.17,12.065036,84.322813,Low,403,46.34,39.7,Main_Road,Average,0,0,10.5,None,66.8,,,
6197,13-05-2024,58,45431,11414.40191,6,492346,Rural,34.8,116.2,68.9,Winter,Weekday,National_Festival,5878.23,384.13,3481.98,10127.63,64.5,20.6,14.6,9.9,2,15,5000,3924.4,5.8,27.724106,69.954918,Medium,61,55.07,103.3,Highway,Good,0,0,8.4,None,90.86,,,
6198,25-01-2024,25,331603,13158.53461,5,50269,Rural,42.9,278.8,44.6,Summer,Weekday,None,45459.39,410.88,2826.28,10946.57,56.5,21,10.5,10.1,2,8,8000,4463.7,5.44,34.941512,80.258612,High,417,19.95,145.4,Residential,Average,0,1,51.5,Cyclone,663.21,,,
6199,18-01-2024,69,357617,18012.86542,7,128901,Rural,24.7,253.3,50.1,Summer,Weekday,None,49281.04,265.13,3018.94,14264.55,58.7,23.5,12.2,10.8,3,31,2000,3110.5,2.01,14.546882,76.290172,Low,253,5.41,90.7,Residential,Good,1,0,52.6,None,715.23,,,
6200,08-07-2024,70,128311,17209.22046,2,368876,Urban,25,14.3,84.5,Monsoon,Weekend,None,16886.34,151.26,2520.85,7188.89,56.2,20.9,6.7,10.9,4,23,8000,1309.8,4.46,33.095436,91.170754,Medium,345,53.17,134.6,Highway,Average,1,1,40.2,None,256.62,,,
6201,20-05-2024,5,253482,9633.928842,6,133074,Rural,40.4,153.7,74.3,Monsoon,Weekday,None,34225.2,276.36,1272.16,10036.54,62.4,24.7,18.5,6.4,4,15,5000,2467.3,3.17,13.295647,75.386055,Medium,392,10.63,113.7,Highway,Good,1,1,28.5,None,506.96,,,
6202,12-02-2024,91,125327,22000.74988,5,368311,Rural,44.4,216.1,48.6,Winter,Weekend,None,16481.62,275.06,1714.76,13277.04,65.2,16.4,13.5,10.1,3,8,3000,1111.4,3.56,15.1871,72.473047,Low,345,11.31,69.9,Main_Road,Good,0,0,35.7,None,250.65,,,
6203,29-11-2024,8,214754,2041.847976,2,146004,Urban,15.9,82.8,30.3,Summer,Weekday,None,28767.97,78.42,2503.17,6963.19,40.8,14.6,14,8.4,2,11,5000,2010.1,4.99,14.103169,91.888469,Low,143,57.11,57,Residential,Average,0,1,43.8,None,429.51,,,
6204,10-10-2024,9,493853,14820.49243,4,336428,Urban,34.1,216.8,64.5,Summer,Weekday,None,69912.99,332.68,1069.29,8605.26,54.1,25.2,17.2,12.1,2,39,5000,1228.5,3.79,8.440054,93.853824,Medium,14,8.41,36.1,Residential,Good,0,0,23.8,None,987.71,,,
6205,25-05-2024,15,475005,23767.29457,5,82744,Rural,22.3,110.9,46.3,Winter,Weekday,None,66994.66,391.73,2996.48,3294.45,41,25.6,11.2,7,3,17,2000,3039.9,3.05,13.047546,85.990476,Low,148,49.28,68.6,Highway,Good,1,1,35.1,None,950.01,,,
6206,10-11-2024,100,446720,13952.49523,6,465236,Urban,36.8,82.2,31.8,Summer,Weekend,None,62656.77,276.72,1729.51,8396.43,48.3,22,9.5,13.2,3,3,2000,1944,2.62,10.865213,74.661985,Medium,45,2.91,85.4,Highway,Good,1,1,31.8,None,893.44,,,
6207,14-11-2024,7,401439,11650.10437,5,449988,Rural,38.2,117.8,34.1,Monsoon,Weekend,None,55824.97,201.44,2387.96,9764.47,65.7,21.5,15.3,6.5,4,50,8000,4419.8,2.68,34.415225,96.648201,High,103,38.86,11.3,Main_Road,Good,0,0,30.1,None,802.88,,,
6208,01-04-2024,96,469193,3780.980923,6,495119,Urban,37.9,285.2,73.8,Summer,Weekday,None,66103.99,321.23,1755.96,1889.43,43.8,14.5,9.3,5.5,2,6,5000,7925.2,5.76,24.524936,81.571673,Low,256,12.17,96.1,Residential,Average,1,0,12.6,Heatwave,938.39,,,
6209,27-06-2024,72,244198,20349.63283,6,289551,Urban,28.1,271.6,56.9,Summer,Weekday,Local_Festival,32913.32,270.96,3381.22,8133.39,53.3,11.8,10.7,9.9,3,1,2000,4903.8,4.49,35.963036,92.812467,Low,275,6.87,157.8,Main_Road,Good,0,1,33.8,Heatwave,488.4,,,
6210,25-02-2024,15,45149,9657.974806,5,482042,Urban,19.7,274.2,47.1,Summer,Weekday,Local_Festival,5841.31,46.13,1555.04,3032.53,65.6,10.3,13.2,7.9,4,11,5000,940.3,4.88,26.72698,83.305377,Medium,291,51.92,60.6,Main_Road,Good,0,0,16.3,None,90.3,,,
6211,03-06-2024,37,17863,17680.52478,6,382202,Urban,32.5,275.2,87.2,Summer,Weekday,None,2297.66,190.36,1498.63,11303.04,66.5,24,11.2,14.6,3,1,3000,4551.5,3.9,22.213055,75.760138,Medium,50,3.96,109.3,Highway,Good,0,0,20.7,None,35.73,,,
6212,08-06-2024,83,370632,5339.89857,5,445379,Urban,38.7,53.5,83.6,Monsoon,Weekday,Local_Festival,51228.16,463.53,2227.58,13406.57,48.3,27.1,19.9,5.7,4,42,3000,7364.2,5.61,14.09255,90.882041,Medium,137,46.39,41.5,Highway,Good,0,0,51.3,None,741.26,,,
6213,20-04-2024,39,165636,1525.648472,7,101435,Urban,42.4,268.8,60.3,Summer,Weekday,National_Festival,21974.02,35.45,452.31,14917.22,63.5,29.6,19.2,15,3,18,5000,2172.7,5.74,10.245519,90.918423,Medium,296,24.68,113.8,Residential,Average,0,0,53.9,Heatwave,331.27,,,
6214,16-05-2024,6,480405,7983.952587,2,424322,Rural,28.6,63.7,47.9,Winter,Weekday,Local_Festival,67832.15,145.49,2505.05,658.15,44.2,29.3,13.4,8.9,5,46,5000,7372,5.81,17.908649,90.277225,Medium,189,12.5,89.1,Main_Road,Good,1,0,52,Landslide,960.81,,,
6215,19-08-2024,83,225696,7394.639606,4,367452,Urban,22.4,251.4,63,Summer,Weekday,None,30311.13,429,205.88,8333.38,55.3,28.5,9.9,12.9,5,3,3000,5700.6,3.26,10.441711,95.652795,Medium,367,40.17,38.6,Residential,Good,1,0,15.8,None,451.39,,,
6216,07-08-2024,57,27499,21900.14371,6,131113,Urban,18.6,162.6,78.9,Winter,Weekend,None,3543.9,5.66,3248.54,8694.11,58.2,15,10.3,14.2,4,15,3000,4621.6,2.25,33.492281,75.682914,Medium,398,24.12,164.6,Highway,Good,0,1,39.2,None,55,,,
6217,08-03-2024,92,243691,21684.50758,2,440472,Rural,38.9,72,30.7,Winter,Weekend,None,32839.73,470.88,1887.51,13203.67,55.4,12.1,9.8,8.3,5,4,2000,2302.8,5.58,30.200851,68.365015,Low,217,46.66,136.5,Highway,Good,0,0,28.6,None,487.38,,,
6218,28-10-2024,81,262128,13580.40845,2,54163,Urban,31.1,119.6,69.8,Winter,Weekday,None,35455.58,345.65,1054.3,8603.69,54,12.4,16.8,7.7,5,41,3000,5260.2,5.17,29.542845,96.087797,High,419,35.07,154,Residential,Average,1,0,26.8,None,524.26,,,
6219,05-09-2024,19,356362,965.4741665,3,93750,Rural,35.2,130,76.2,Summer,Weekday,None,49094.14,192.66,933.79,1823.09,59.2,15.2,7.9,12.4,5,32,5000,1204.8,3.57,32.173134,73.932816,Medium,274,37.63,77.7,Residential,Good,0,0,27.9,Cyclone,712.72,,,
6220,18-11-2024,63,37132,6093.954242,2,176942,Urban,19.8,220,83.1,Monsoon,Weekend,None,4795.61,19.11,2569.4,10245.07,40.6,11.2,7.4,13,6,8,2000,2247.9,2.91,23.419461,91.701918,Medium,423,1.05,9.9,Main_Road,Good,0,0,46.1,Flood,74.26,,,
6221,06-01-2024,31,131272,16155.80856,4,65172,Rural,15.2,181.8,44.1,Winter,Weekend,None,17287.89,27.59,334.97,5760.38,43.8,24.4,11.8,10.7,3,39,5000,7290.8,2.11,20.293227,69.974476,Low,137,44.76,26.5,Main_Road,Poor,0,0,48.6,None,262.54,,,
6222,06-10-2024,75,140605,2984.505835,4,87254,Urban,44,245,43.2,Winter,Weekday,None,18554.21,151.31,3248.01,262.42,47.1,26.9,15,7.2,6,9,3000,2239.5,3.93,35.16171,93.380869,High,277,1.97,18.5,Highway,Average,1,0,30,Flood,281.21,,,
6223,03-04-2024,79,219034,17665.24549,4,440235,Rural,39.3,119,44,Summer,Weekday,Local_Festival,29369.7,331.27,1791.72,13661.34,62.6,14.4,14.2,8.6,5,41,8000,3197.3,4.83,35.591754,96.833671,Low,289,24.06,44.7,Residential,Average,1,1,28.1,None,438.07,,,
6224,25-09-2024,10,347240,793.0754425,2,109495,Urban,27,223.1,90.5,Monsoon,Weekend,None,47746.04,38.29,2404.76,7382.89,46.1,13.2,8.9,14.3,6,2,3000,1980.4,3.71,13.179165,81.103858,Low,48,58.37,172.7,Highway,Average,0,0,24.8,None,694.48,,,
6225,15-07-2024,87,432625,17222.151,7,442781,Urban,28.7,237.8,39.2,Monsoon,Weekend,None,60537.89,441.42,299.06,11552.02,55.4,12.3,11.6,7.7,5,48,8000,3254.7,4.16,15.407278,91.763623,Medium,36,36.98,35.3,Highway,Average,0,1,26.8,None,865.25,,,
6226,25-01-2024,67,479677,21191.21145,4,391975,Rural,42.9,18.9,79.7,Winter,Weekday,None,67717.06,429.53,886.08,12007.86,42.8,16.9,9.9,8.7,5,47,3000,2903.9,4.17,23.046017,72.839825,Medium,375,45.45,18.5,Highway,Good,1,0,50.3,None,959.35,,,
6227,27-05-2024,62,266085,11995.83413,5,129273,Rural,21.2,112.7,94.1,Summer,Weekend,National_Festival,36020.26,146.16,57.42,8205.44,53.7,26.8,15.4,14.3,4,8,5000,3777.2,2.42,31.950765,94.918827,Low,251,1.4,60,Main_Road,Good,0,0,11.5,None,532.17,,,
6228,27-04-2024,3,421203,20812.48426,7,322997,Rural,39.1,265.8,91.5,Summer,Weekend,National_Festival,58800.84,101.26,682.82,8495.66,60.7,22.2,5.7,12.4,4,36,8000,1687.7,2.94,29.872614,84.24983,Low,46,15.08,103.3,Highway,Average,0,0,49.3,None,842.41,,,
6229,03-12-2024,18,15633,19647.42946,3,108116,Urban,15.5,211.5,56.6,Summer,Weekday,None,2009.74,217.56,1955.38,3125.18,49.2,21.5,17.4,12.7,3,31,8000,7159.9,4.58,31.746507,96.683335,Medium,40,9.94,16.9,Residential,Poor,1,1,47.1,None,31.27,,,
6230,03-12-2024,25,499817,16949.76918,7,486142,Urban,41.3,125.5,84.6,Winter,Weekend,Local_Festival,70843.66,144.76,1766.08,9388.42,42.8,27,18,5.6,5,7,8000,2286.7,2.5,35.926407,83.596005,Low,219,40.53,120.8,Main_Road,Good,0,0,18.4,None,999.63,,,
6231,06-03-2024,20,454423,11406.15739,3,273535,Urban,32.7,54.9,73.6,Winter,Weekday,Local_Festival,63832.28,475.45,2739.48,303.94,56.5,17.8,12.3,10.8,3,33,2000,1863.8,5.46,19.222062,83.420377,High,241,18.9,119.5,Residential,Good,0,0,44.4,Heatwave,908.85,,,
